id,name,full_name,url,created_at,language
231105254,dockercompose-binary_and_dockerimage-aarch64_armv7l_x86_x64,tsitle/dockercompose-binary_and_dockerimage-aarch64_armv7l_x86_x64,https://api.github.com/repos/tsitle/dockercompose-binary_and_dockerimage-aarch64_armv7l_x86_x64,2019-12-31T14:46:28Z,Shell
232039762,TFLite-aarch64-linux,Hozzu/TFLite-aarch64-linux,https://api.github.com/repos/Hozzu/TFLite-aarch64-linux,2020-01-06T06:37:07Z,Python
236460749,hpc_xcat-core,Linaro/hpc_xcat-core,https://api.github.com/repos/Linaro/hpc_xcat-core,2020-01-27T09:56:07Z,None
234910398,arm-linux-hosted-cross_compiler,zexceed12300/arm-linux-hosted-cross_compiler,https://api.github.com/repos/zexceed12300/arm-linux-hosted-cross_compiler,2020-01-19T14:07:02Z,None
231591682,dockerimage-indexing-elasticsearch,tsitle/dockerimage-indexing-elasticsearch,https://api.github.com/repos/tsitle/dockerimage-indexing-elasticsearch,2020-01-03T13:10:40Z,Shell
236087015,Manjaro-ARM-MultiMC,Ocawesome101/Manjaro-ARM-MultiMC,https://api.github.com/repos/Ocawesome101/Manjaro-ARM-MultiMC,2020-01-24T21:30:53Z,None
234111842,trojan-builder,killbus/trojan-builder,https://api.github.com/repos/killbus/trojan-builder,2020-01-15T15:33:11Z,Dockerfile
231595175,dockercontainer-indexing-elasticsearch,tsitle/dockercontainer-indexing-elasticsearch,https://api.github.com/repos/tsitle/dockercontainer-indexing-elasticsearch,2020-01-03T13:32:01Z,Shell
234326796,Pifan-steamlink-arm64,PatrickChenHZ/Pifan-steamlink-arm64,https://api.github.com/repos/PatrickChenHZ/Pifan-steamlink-arm64,2020-01-16T13:31:48Z,Shell
236671161,yasve,RIKEN-RCCS/yasve,https://api.github.com/repos/RIKEN-RCCS/yasve,2020-01-28T06:16:54Z,C
231238558,dockerimage-os-ubuntu-base,tsitle/dockerimage-os-ubuntu-base,https://api.github.com/repos/tsitle/dockerimage-os-ubuntu-base,2020-01-01T16:28:37Z,Shell
237079484,libglvnd-glx-cos7-aarch64-feedstock,conda-forge/libglvnd-glx-cos7-aarch64-feedstock,https://api.github.com/repos/conda-forge/libglvnd-glx-cos7-aarch64-feedstock,2020-01-29T20:49:52Z,Shell
234535672,hpc_pytorchci,Linaro/hpc_pytorchci,https://api.github.com/repos/Linaro/hpc_pytorchci,2020-01-17T11:33:40Z,None
231245243,dockerimage-os-debian-base,tsitle/dockerimage-os-debian-base,https://api.github.com/repos/tsitle/dockerimage-os-debian-base,2020-01-01T17:37:39Z,Shell
237079405,mesa-khr-devel-cos7-aarch64-feedstock,conda-forge/mesa-khr-devel-cos7-aarch64-feedstock,https://api.github.com/repos/conda-forge/mesa-khr-devel-cos7-aarch64-feedstock,2020-01-29T20:49:31Z,Shell
234682765,cargobay,jeromescuggs/cargobay,https://api.github.com/repos/jeromescuggs/cargobay,2020-01-18T04:46:14Z,Shell
231947823,dockerimage-ws-apache_base,tsitle/dockerimage-ws-apache_base,https://api.github.com/repos/tsitle/dockerimage-ws-apache_base,2020-01-05T16:50:29Z,Shell
231765112,dockerimage-mail-mailhog,tsitle/dockerimage-mail-mailhog,https://api.github.com/repos/tsitle/dockerimage-mail-mailhog,2020-01-04T13:09:12Z,Shell
231936921,dockercontainer-db-mariadb,tsitle/dockercontainer-db-mariadb,https://api.github.com/repos/tsitle/dockercontainer-db-mariadb,2020-01-05T15:25:12Z,Shell
237079426,libglvnd-cos7-aarch64-feedstock,conda-forge/libglvnd-cos7-aarch64-feedstock,https://api.github.com/repos/conda-forge/libglvnd-cos7-aarch64-feedstock,2020-01-29T20:49:37Z,Shell
231481795,libxshmfence-cos7-aarch64-feedstock,conda-forge/libxshmfence-cos7-aarch64-feedstock,https://api.github.com/repos/conda-forge/libxshmfence-cos7-aarch64-feedstock,2020-01-03T00:26:42Z,Shell
231954700,dockercontainer-ws-apache_base,tsitle/dockercontainer-ws-apache_base,https://api.github.com/repos/tsitle/dockercontainer-ws-apache_base,2020-01-05T17:50:57Z,HTML
231765495,dockercontainer-mail-mailhog,tsitle/dockercontainer-mail-mailhog,https://api.github.com/repos/tsitle/dockercontainer-mail-mailhog,2020-01-04T13:11:45Z,Shell
234438767,rtl8812au-aircrack-dkms-aarch64,ThunderMikey/rtl8812au-aircrack-dkms-aarch64,https://api.github.com/repos/ThunderMikey/rtl8812au-aircrack-dkms-aarch64,2020-01-17T00:32:33Z,Shell
234567505,coroutine,nzh63/coroutine,https://api.github.com/repos/nzh63/coroutine,2020-01-17T14:41:22Z,C++
233058366,aarch64-linux-android-4.9,alesaiko/aarch64-linux-android-4.9,https://api.github.com/repos/alesaiko/aarch64-linux-android-4.9,2020-01-10T13:59:05Z,C
255994314,fabric-binaries-pi,busan15/fabric-binaries-pi,https://api.github.com/repos/busan15/fabric-binaries-pi,2020-04-15T17:48:16Z,None
253180659,Actions-Build-Bitwarden_rs-Docker,muyeyifeng/Actions-Build-Bitwarden_rs-Docker,https://api.github.com/repos/muyeyifeng/Actions-Build-Bitwarden_rs-Docker,2020-04-05T07:38:43Z,None
256849016,disasster,blacktop/disasster,https://api.github.com/repos/blacktop/disasster,2020-04-18T20:41:24Z,Go
253196776,Actions-Build-Lede-Public,muyeyifeng/Actions-Build-Lede-Public,https://api.github.com/repos/muyeyifeng/Actions-Build-Lede-Public,2020-04-05T09:19:36Z,None
255311675,jit-arm,raaghavan-gv/jit-arm,https://api.github.com/repos/raaghavan-gv/jit-arm,2020-04-13T11:52:04Z,C
258029530,prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-6.x,ghostrider-reborn/prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-6.x,https://api.github.com/repos/ghostrider-reborn/prebuilts_gcc_linux-x86_aarch64_aarch64-linux-android-6.x,2020-04-22T21:59:35Z,Roff
258918482,docker-arm64v8-centos,starlab-io/docker-arm64v8-centos,https://api.github.com/repos/starlab-io/docker-arm64v8-centos,2020-04-26T02:14:34Z,Shell
254883244,openocd,DavidMCerdeira/openocd,https://api.github.com/repos/DavidMCerdeira/openocd,2020-04-11T14:17:48Z,C
255323937,aarch64_whl_for_tensorflow_on_jetson,CSTEZCAN/aarch64_whl_for_tensorflow_on_jetson,https://api.github.com/repos/CSTEZCAN/aarch64_whl_for_tensorflow_on_jetson,2020-04-13T12:44:49Z,None
257479510,nyancat-magisk-module,henriknelson/nyancat-magisk-module,https://api.github.com/repos/henriknelson/nyancat-magisk-module,2020-04-21T04:27:33Z,Shell
257471830,pastel-magisk-module,henriknelson/pastel-magisk-module,https://api.github.com/repos/henriknelson/pastel-magisk-module,2020-04-21T03:40:00Z,Shell
257596572,eyeson-passif,Kaiskallell/eyeson-passif,https://api.github.com/repos/Kaiskallell/eyeson-passif,2020-04-21T13:00:08Z,None
258312878,qemu-cross-build,bmpotter/qemu-cross-build,https://api.github.com/repos/bmpotter/qemu-cross-build,2020-04-23T19:43:27Z,None
259970149,rust-raspberry-pi4-aarch64-domotic,padonion/rust-raspberry-pi4-aarch64-domotic,https://api.github.com/repos/padonion/rust-raspberry-pi4-aarch64-domotic,2020-04-29T15:49:20Z,Rust
254949050,aarch64-squashfs-builder,probonopd/aarch64-squashfs-builder,https://api.github.com/repos/probonopd/aarch64-squashfs-builder,2020-04-11T20:24:31Z,None
281528067,arch-arm64,Vector35/arch-arm64,https://api.github.com/repos/Vector35/arch-arm64,2020-07-21T23:45:11Z,C
280199964,openjdk-aarch64-jdk8u,AdoptOpenJDK/openjdk-aarch64-jdk8u,https://api.github.com/repos/AdoptOpenJDK/openjdk-aarch64-jdk8u,2020-07-16T16:13:20Z,Java
281848227,rustos-hv,stong/rustos-hv,https://api.github.com/repos/stong/rustos-hv,2020-07-23T04:14:26Z,Rust
277599467,aarch64_mte,Antid0teCom/aarch64_mte,https://api.github.com/repos/Antid0teCom/aarch64_mte,2020-07-06T16:55:34Z,Python
282265893,arm64-sysreg-lib,ashwio/arm64-sysreg-lib,https://api.github.com/repos/ashwio/arm64-sysreg-lib,2020-07-24T16:18:36Z,C
281096290,openjdk-aarch64-jdk8u-androidport,dwtstudio/openjdk-aarch64-jdk8u-androidport,https://api.github.com/repos/dwtstudio/openjdk-aarch64-jdk8u-androidport,2020-07-20T11:19:47Z,None
280973055,clang-llvm,greenforce-project/clang-llvm,https://api.github.com/repos/greenforce-project/clang-llvm,2020-07-20T00:06:38Z,C
282647392,opt-aarch64,sajcho/opt-aarch64,https://api.github.com/repos/sajcho/opt-aarch64,2020-07-26T12:40:55Z,JavaScript
277772173,core-aarch64,sajcho/core-aarch64,https://api.github.com/repos/sajcho/core-aarch64,2020-07-07T09:20:53Z,Shell
282651925,xorg-aarch64,sajcho/xorg-aarch64,https://api.github.com/repos/sajcho/xorg-aarch64,2020-07-26T13:07:19Z,None
283633023,aarch64-switch-rs,XorTroll/aarch64-switch-rs,https://api.github.com/repos/XorTroll/aarch64-switch-rs,2020-07-30T00:45:24Z,Rust
281237594,vapor-toolbox-arm64,futurejones/vapor-toolbox-arm64,https://api.github.com/repos/futurejones/vapor-toolbox-arm64,2020-07-20T22:22:34Z,None
282801051,arm64-libretro-rpi4,monkaBlyat/arm64-libretro-rpi4,https://api.github.com/repos/monkaBlyat/arm64-libretro-rpi4,2020-07-27T05:19:19Z,None
280344533,tomcat_aarch64,anoopdarshan/tomcat_aarch64,https://api.github.com/repos/anoopdarshan/tomcat_aarch64,2020-07-17T06:24:55Z,None
280386632,UberTC_8.0,trax85/UberTC_8.0,https://api.github.com/repos/trax85/UberTC_8.0,2020-07-17T09:42:26Z,None
281016686,balena-azure-pipelines-agent,Oceanswave/balena-azure-pipelines-agent,https://api.github.com/repos/Oceanswave/balena-azure-pipelines-agent,2020-07-20T04:52:48Z,Dockerfile
277269139,ABLPD,muyeyifeng/ABLPD,https://api.github.com/repos/muyeyifeng/ABLPD,2020-07-05T09:24:35Z,None
281855571,RGB-Node-Flutter,Paymint-Labs/RGB-Node-Flutter,https://api.github.com/repos/Paymint-Labs/RGB-Node-Flutter,2020-07-23T05:04:54Z,Dart
277496546,ncdu-magisk-module,henriknelson/ncdu-magisk-module,https://api.github.com/repos/henriknelson/ncdu-magisk-module,2020-07-06T09:17:35Z,Shell
279004609,imx8-aarch64-sysroot-dev,InvoYaoZhiqiang/imx8-aarch64-sysroot-dev,https://api.github.com/repos/InvoYaoZhiqiang/imx8-aarch64-sysroot-dev,2020-07-12T06:17:51Z,None
281143970,hacktoolkit-,pavitrajha/hacktoolkit-,https://api.github.com/repos/pavitrajha/hacktoolkit-,2020-07-20T14:47:11Z,None
301712273,aarch64-port,openjdk/aarch64-port,https://api.github.com/repos/openjdk/aarch64-port,2020-10-06T12:02:34Z,Java
302944013,go-arm64,blacktop/go-arm64,https://api.github.com/repos/blacktop/go-arm64,2020-10-10T16:30:06Z,Go
300654125,rust-aarch64,achreto/rust-aarch64,https://api.github.com/repos/achreto/rust-aarch64,2020-10-02T15:14:13Z,Rust
304079227,github-cli-magisk-module,henriknelson/github-cli-magisk-module,https://api.github.com/repos/henriknelson/github-cli-magisk-module,2020-10-14T16:52:14Z,Shell
300915581,python3-arm-wheels,Abathargh/python3-arm-wheels,https://api.github.com/repos/Abathargh/python3-arm-wheels,2020-10-03T15:41:02Z,None
307009793,kiss-personal,xuxiaodong/kiss-personal,https://api.github.com/repos/xuxiaodong/kiss-personal,2020-10-25T02:29:47Z,Shell
304844156,gawk-magisk-module,henriknelson/gawk-magisk-module,https://api.github.com/repos/henriknelson/gawk-magisk-module,2020-10-17T09:37:58Z,Shell
305666612,aarch64-cruel-elf,CruelKernel/aarch64-cruel-elf,https://api.github.com/repos/CruelKernel/aarch64-cruel-elf,2020-10-20T10:07:38Z,C
304264163,tair-aarch64,jessen001/tair-aarch64,https://api.github.com/repos/jessen001/tair-aarch64,2020-10-15T08:46:21Z,C++
302861302,manylinux2014_aarch64_cross_x64,aguinet/manylinux2014_aarch64_cross_x64,https://api.github.com/repos/aguinet/manylinux2014_aarch64_cross_x64,2020-10-10T09:08:23Z,Dockerfile
306035198,qemu-arm-dev,caubekimo/qemu-arm-dev,https://api.github.com/repos/caubekimo/qemu-arm-dev,2020-10-21T13:33:43Z,Dockerfile
303854744,croc-magisk-module,henriknelson/croc-magisk-module,https://api.github.com/repos/henriknelson/croc-magisk-module,2020-10-13T23:46:31Z,Shell
303817015,htop-magisk-module,henriknelson/htop-magisk-module,https://api.github.com/repos/henriknelson/htop-magisk-module,2020-10-13T20:08:34Z,Shell
303848753,lsd-magisk-module,henriknelson/lsd-magisk-module,https://api.github.com/repos/henriknelson/lsd-magisk-module,2020-10-13T23:05:45Z,Shell
304646006,fzf-magisk-module,henriknelson/fzf-magisk-module,https://api.github.com/repos/henriknelson/fzf-magisk-module,2020-10-16T14:10:05Z,Shell
304042103,pyOs,ajh123/pyOs,https://api.github.com/repos/ajh123/pyOs,2020-10-14T14:32:55Z,C
300569144,MCinaBox,hamid12121/MCinaBox,https://api.github.com/repos/hamid12121/MCinaBox,2020-10-02T09:44:54Z,None
331359292,AArch64_Assembly,TheAlgorithms/AArch64_Assembly,https://api.github.com/repos/TheAlgorithms/AArch64_Assembly,2021-01-20T16:07:03Z,Assembly
328562555,newlib,checkra1n/newlib,https://api.github.com/repos/checkra1n/newlib,2021-01-11T05:53:37Z,C
326292319,docker-mycroft,smartgic/docker-mycroft,https://api.github.com/repos/smartgic/docker-mycroft,2021-01-02T23:43:05Z,Dockerfile
333078376,openjdk-jdk8u-aarch64-android,AOF-Dev/openjdk-jdk8u-aarch64-android,https://api.github.com/repos/AOF-Dev/openjdk-jdk8u-aarch64-android,2021-01-26T12:29:34Z,Java
330302321,toolchain,topser9/toolchain,https://api.github.com/repos/topser9/toolchain,2021-01-17T02:55:11Z,C
330186756,aarch64build-docker,YuseiIto/aarch64build-docker,https://api.github.com/repos/YuseiIto/aarch64build-docker,2021-01-16T14:57:38Z,Shell
332475162,yrbc,yanorei32/yrbc,https://api.github.com/repos/yanorei32/yrbc,2021-01-24T14:49:54Z,Assembly
332956071,wireguard-tools-magisk-module,henriknelson/wireguard-tools-magisk-module,https://api.github.com/repos/henriknelson/wireguard-tools-magisk-module,2021-01-26T03:10:26Z,Shell
327025602,homebrew-zulu,m8928/homebrew-zulu,https://api.github.com/repos/m8928/homebrew-zulu,2021-01-05T14:35:42Z,Ruby
327127900,aarch64-arch-helpers,miklelappo/aarch64-arch-helpers,https://api.github.com/repos/miklelappo/aarch64-arch-helpers,2021-01-05T21:49:10Z,Rust
331063901,aarch64-os,k-mrm/aarch64-os,https://api.github.com/repos/k-mrm/aarch64-os,2021-01-19T17:54:43Z,C
332939185,synergos_wheels,tojhe/synergos_wheels,https://api.github.com/repos/tojhe/synergos_wheels,2021-01-26T01:49:07Z,None
334606219,ports-aarch64,tanmyid/ports-aarch64,https://api.github.com/repos/tanmyid/ports-aarch64,2021-01-31T08:17:11Z,Shell
328371564,crossdev-aarch64,gagara/crossdev-aarch64,https://api.github.com/repos/gagara/crossdev-aarch64,2021-01-10T11:54:43Z,Shell
334656371,aarch64-nodejs,danbev/aarch64-nodejs,https://api.github.com/repos/danbev/aarch64-nodejs,2021-01-31T13:02:17Z,None
328143369,ARMv8_Programming,sunchentong/ARMv8_Programming,https://api.github.com/repos/sunchentong/ARMv8_Programming,2021-01-09T11:50:54Z,None
325676540,docker-baseimage-alpine-glibc,imagegenius/docker-baseimage-alpine-glibc,https://api.github.com/repos/imagegenius/docker-baseimage-alpine-glibc,2020-12-31T00:29:59Z,Dockerfile
332527794,dreamlte_gcc,boerck/dreamlte_gcc,https://api.github.com/repos/boerck/dreamlte_gcc,2021-01-24T18:44:14Z,C
331542880,git-annex-standalone,Harwood/git-annex-standalone,https://api.github.com/repos/Harwood/git-annex-standalone,2021-01-21T07:00:43Z,Shell
330645743,aarch64-toolchains,SpacingBat3/aarch64-toolchains,https://api.github.com/repos/SpacingBat3/aarch64-toolchains,2021-01-18T11:31:36Z,C++
332532413,visual-studio-code-wayland,timpalpant/visual-studio-code-wayland,https://api.github.com/repos/timpalpant/visual-studio-code-wayland,2021-01-24T19:06:08Z,Shell
333611145,credit-qml,GermanAizek/credit-qml,https://api.github.com/repos/GermanAizek/credit-qml,2021-01-28T01:34:17Z,C++
354235591,tensorflow-aarch64,KumaTea/tensorflow-aarch64,https://api.github.com/repos/KumaTea/tensorflow-aarch64,2021-04-03T08:08:46Z,HTML
361864061,GENADEV_OS,GENADEV/GENADEV_OS,https://api.github.com/repos/GENADEV/GENADEV_OS,2021-04-26T19:05:19Z,C
357621057,qemu-termux,mjuned47/qemu-termux,https://api.github.com/repos/mjuned47/qemu-termux,2021-04-13T16:32:37Z,None
361516647,xv6-armv8,hakula139/xv6-armv8,https://api.github.com/repos/hakula139/xv6-armv8,2021-04-25T19:14:06Z,C
354379982,m-wallet-compiled-aarch64,Arkanic/m-wallet-compiled-aarch64,https://api.github.com/repos/Arkanic/m-wallet-compiled-aarch64,2021-04-03T19:44:42Z,None
353926609,YiOS,jason--liu/YiOS,https://api.github.com/repos/jason--liu/YiOS,2021-04-02T06:23:05Z,C
361261567,embeddedGophers,alasdair333/embeddedGophers,https://api.github.com/repos/alasdair333/embeddedGophers,2021-04-24T20:36:36Z,Go
360037913,docker-compose-aarch64,yang2000ling/docker-compose-aarch64,https://api.github.com/repos/yang2000ling/docker-compose-aarch64,2021-04-21T05:02:38Z,None
353449259,bf2aarch64,enzzc/bf2aarch64,https://api.github.com/repos/enzzc/bf2aarch64,2021-03-31T18:13:12Z,Python
354320251,slackware-aarch64_cross-compiler,Exaga/slackware-aarch64_cross-compiler,https://api.github.com/repos/Exaga/slackware-aarch64_cross-compiler,2021-04-03T15:01:21Z,Shell
355079733,ansible-module-aarch64-vm,natesales/ansible-module-aarch64-vm,https://api.github.com/repos/natesales/ansible-module-aarch64-vm,2021-04-06T06:24:11Z,Python
356124887,aarch64-elf,radcolor/aarch64-elf,https://api.github.com/repos/radcolor/aarch64-elf,2021-04-09T03:39:54Z,C++
362035685,8189fs-archlinux-build,marchmin/8189fs-archlinux-build,https://api.github.com/repos/marchmin/8189fs-archlinux-build,2021-04-27T08:21:51Z,None
362847645,fedora-coreos-aarch64,wernerb/fedora-coreos-aarch64,https://api.github.com/repos/wernerb/fedora-coreos-aarch64,2021-04-29T14:36:14Z,None
359982775,rpi-firmware,jackHay22/rpi-firmware,https://api.github.com/repos/jackHay22/rpi-firmware,2021-04-21T00:04:11Z,C
355459581,testarch,kimxilxyong/testarch,https://api.github.com/repos/kimxilxyong/testarch,2021-04-07T07:56:32Z,C
359342044,aarch64,rpmsphere/aarch64,https://api.github.com/repos/rpmsphere/aarch64,2021-04-19T05:41:51Z,None
354051476,qemu-arm64-vm,mishrasunny174/qemu-arm64-vm,https://api.github.com/repos/mishrasunny174/qemu-arm64-vm,2021-04-02T15:00:28Z,Shell
354058920,aarch64-haskell-base,hasael/aarch64-haskell-base,https://api.github.com/repos/hasael/aarch64-haskell-base,2021-04-02T15:28:39Z,Dockerfile
363227140,petitboot,hexdump0815/petitboot,https://api.github.com/repos/hexdump0815/petitboot,2021-04-30T18:31:51Z,Shell
358091689,aarch64-none-linux-gnu,UWVG/aarch64-none-linux-gnu,https://api.github.com/repos/UWVG/aarch64-none-linux-gnu,2021-04-15T01:34:39Z,C++
358217534,gcc-10.2.0,MNoxx74/gcc-10.2.0,https://api.github.com/repos/MNoxx74/gcc-10.2.0,2021-04-15T10:25:06Z,C
390479706,arm64-kvm-hello-world,Lenz-K/arm64-kvm-hello-world,https://api.github.com/repos/Lenz-K/arm64-kvm-hello-world,2021-07-28T19:31:42Z,C++
382756325,mk-darwin-system,vic/mk-darwin-system,https://api.github.com/repos/vic/mk-darwin-system,2021-07-04T03:47:40Z,Nix
383708589,lv_port_linux_frame_buffer,symfund/lv_port_linux_frame_buffer,https://api.github.com/repos/symfund/lv_port_linux_frame_buffer,2021-07-07T07:16:12Z,C
385826789,mmasm,mmaekr/mmasm,https://api.github.com/repos/mmaekr/mmasm,2021-07-14T05:43:08Z,C
391005594,saux-archive,sajcho/saux-archive,https://api.github.com/repos/sajcho/saux-archive,2021-07-30T09:21:15Z,Shell
388685188,ArchlinuxARM-rpi-aarch64,BurningC4/ArchlinuxARM-rpi-aarch64,https://api.github.com/repos/BurningC4/ArchlinuxARM-rpi-aarch64,2021-07-23T05:14:29Z,None
385796137,nnn,levone1/nnn,https://api.github.com/repos/levone1/nnn,2021-07-14T02:56:39Z,None
382596221,TVLINK-arm64,AlexELEC/TVLINK-arm64,https://api.github.com/repos/AlexELEC/TVLINK-arm64,2021-07-03T11:16:35Z,Python
390975616,qrun-rs,kawadakk/qrun-rs,https://api.github.com/repos/kawadakk/qrun-rs,2021-07-30T07:38:09Z,Rust
388302569,aarch64-linux-android-4.9,b14aa178/aarch64-linux-android-4.9,https://api.github.com/repos/b14aa178/aarch64-linux-android-4.9,2021-07-22T02:20:37Z,C
387864735,rpi-ruby-2.6.5-ubuntu-aarch64,Matho/rpi-ruby-2.6.5-ubuntu-aarch64,https://api.github.com/repos/Matho/rpi-ruby-2.6.5-ubuntu-aarch64,2021-07-20T17:21:04Z,Dockerfile
381742834,docker-rust-cross-compiler,mhfowler/docker-rust-cross-compiler,https://api.github.com/repos/mhfowler/docker-rust-cross-compiler,2021-06-30T15:09:36Z,Dockerfile
412963939,hadoop-docker,Weihong-Liu/hadoop-docker,https://api.github.com/repos/Weihong-Liu/hadoop-docker,2021-10-03T03:12:54Z,Shell
423138312,yate,svedm/yate,https://api.github.com/repos/svedm/yate,2021-10-31T12:12:29Z,C++
412929432,bare-metal-aarch64,rlepigre/bare-metal-aarch64,https://api.github.com/repos/rlepigre/bare-metal-aarch64,2021-10-02T23:01:58Z,C
420747687,AArch64-Bytes,mytechnotalent/AArch64-Bytes,https://api.github.com/repos/mytechnotalent/AArch64-Bytes,2021-10-24T17:18:23Z,Assembly
423032225,ChCore,junqi-xie/ChCore,https://api.github.com/repos/junqi-xie/ChCore,2021-10-31T02:10:03Z,C
421627310,clang-12-ndk,1petro/clang-12-ndk,https://api.github.com/repos/1petro/clang-12-ndk,2021-10-27T00:37:22Z,C++
416816248,Aarch64-Packages-Backup,Shaswot-Dhungana/Aarch64-Packages-Backup,https://api.github.com/repos/Shaswot-Dhungana/Aarch64-Packages-Backup,2021-10-13T16:20:34Z,None
420879215,wyvern,leap0x7b/wyvern,https://api.github.com/repos/leap0x7b/wyvern,2021-10-25T04:36:42Z,C
418715702,azalinux-xfce-aarch64,azalinux/azalinux-xfce-aarch64,https://api.github.com/repos/azalinux/azalinux-xfce-aarch64,2021-10-19T00:36:37Z,Shell
412234724,ARMSweeper,FlitneyR/ARMSweeper,https://api.github.com/repos/FlitneyR/ARMSweeper,2021-09-30T21:32:51Z,Assembly
415013444,libtensorflow-2.4.1-linux-arm64,kesuskim/libtensorflow-2.4.1-linux-arm64,https://api.github.com/repos/kesuskim/libtensorflow-2.4.1-linux-arm64,2021-10-08T14:15:27Z,None
418502866,TinyBasicA64,JHelas/TinyBasicA64,https://api.github.com/repos/JHelas/TinyBasicA64,2021-10-18T12:59:14Z,Assembly
412282536,2009-Termux,downthecrop/2009-Termux,https://api.github.com/repos/downthecrop/2009-Termux,2021-10-01T01:15:56Z,Shell
415735028,rstudio-server-1.4.9-arm64-DEB,SatCat/rstudio-server-1.4.9-arm64-DEB,https://api.github.com/repos/SatCat/rstudio-server-1.4.9-arm64-DEB,2021-10-11T00:44:57Z,None
412757186,stacc,straightcurve/stacc,https://api.github.com/repos/straightcurve/stacc,2021-10-02T10:01:10Z,Go
419738648,WOA-Projectj,penguinprotectionf/WOA-Projectj,https://api.github.com/repos/penguinprotectionf/WOA-Projectj,2021-10-21T13:39:54Z,None
420397800,aarch64-elf-gcc,pomelohan/aarch64-elf-gcc,https://api.github.com/repos/pomelohan/aarch64-elf-gcc,2021-10-23T11:49:55Z,C
449438887,mvmm,k-mrm/mvmm,https://api.github.com/repos/k-mrm/mvmm,2022-01-18T20:35:17Z,C
447819517,OpenVino-On-Aarch64,UAws/OpenVino-On-Aarch64,https://api.github.com/repos/UAws/OpenVino-On-Aarch64,2022-01-14T02:35:53Z,Dockerfile
449475960,musl-libc-aarch64-baremetal,jevinskie/musl-libc-aarch64-baremetal,https://api.github.com/repos/jevinskie/musl-libc-aarch64-baremetal,2022-01-18T23:05:29Z,C
448022427,QEMU_BOOT_aarch64_atf_edk2_firmware,NikosMouzakitis/QEMU_BOOT_aarch64_atf_edk2_firmware,https://api.github.com/repos/NikosMouzakitis/QEMU_BOOT_aarch64_atf_edk2_firmware,2022-01-14T15:51:58Z,None
444039302,Toolchain_aarch64,zhouzq-thu/Toolchain_aarch64,https://api.github.com/repos/zhouzq-thu/Toolchain_aarch64,2022-01-03T11:38:55Z,None
443383932,rack-dockerbuild-v2,hexdump0815/rack-dockerbuild-v2,https://api.github.com/repos/hexdump0815/rack-dockerbuild-v2,2021-12-31T16:21:12Z,Shell
450771026,crosskit-aarch64-apple-darwin,stephanosio/crosskit-aarch64-apple-darwin,https://api.github.com/repos/stephanosio/crosskit-aarch64-apple-darwin,2022-01-22T09:24:00Z,Shell
447016719,docker-arm64v8,hartraft/docker-arm64v8,https://api.github.com/repos/hartraft/docker-arm64v8,2022-01-11T23:49:01Z,None
451720854,phantomjs-aarch64,paulwratt/phantomjs-aarch64,https://api.github.com/repos/paulwratt/phantomjs-aarch64,2022-01-25T03:26:03Z,C++
445209040,TauOS,mylesalamb/TauOS,https://api.github.com/repos/mylesalamb/TauOS,2022-01-06T15:00:48Z,C
449881857,nessus-aarch64-docker,scottcunningham/nessus-aarch64-docker,https://api.github.com/repos/scottcunningham/nessus-aarch64-docker,2022-01-19T22:57:39Z,Dockerfile
449536182,hmmer-h3-arm,jianshu93/hmmer-h3-arm,https://api.github.com/repos/jianshu93/hmmer-h3-arm,2022-01-19T03:40:15Z,None
449734268,device-tree,zwhitchcox/device-tree,https://api.github.com/repos/zwhitchcox/device-tree,2022-01-19T14:53:35Z,Shell
452527546,mkefi,RadxaYuntian/mkefi,https://api.github.com/repos/RadxaYuntian/mkefi,2022-01-27T03:34:36Z,Makefile
451209272,arm_semihosting,Javier-varez/arm_semihosting,https://api.github.com/repos/Javier-varez/arm_semihosting,2022-01-23T19:29:44Z,Rust
451712154,aarch64-linux-android-4.8,Sepatu-Bot/aarch64-linux-android-4.8,https://api.github.com/repos/Sepatu-Bot/aarch64-linux-android-4.8,2022-01-25T02:47:07Z,C
449956360,arm64-gcc,Sepatu-Bot/arm64-gcc,https://api.github.com/repos/Sepatu-Bot/arm64-gcc,2022-01-20T04:39:59Z,C
447101811,vagrant-archlinux-aarch64-bootstrap,fredleb/vagrant-archlinux-aarch64-bootstrap,https://api.github.com/repos/fredleb/vagrant-archlinux-aarch64-bootstrap,2022-01-12T06:25:26Z,None
451184883,boot-wrapper-aarch64,JorgeMVP/boot-wrapper-aarch64,https://api.github.com/repos/JorgeMVP/boot-wrapper-aarch64,2022-01-23T17:51:45Z,C
454010784,aarch64-linux-ld-issue155722-reproduce,573/aarch64-linux-ld-issue155722-reproduce,https://api.github.com/repos/573/aarch64-linux-ld-issue155722-reproduce,2022-01-31T13:09:44Z,Nix
482239462,Pisemble,pezipink/Pisemble,https://api.github.com/repos/pezipink/Pisemble,2022-04-16T11:47:47Z,Racket
484668450,LovePlayground,CSaratakij/LovePlayground,https://api.github.com/repos/CSaratakij/LovePlayground,2022-04-23T06:38:03Z,Lua
476752997,linux-5.17.y,unifreq/linux-5.17.y,https://api.github.com/repos/unifreq/linux-5.17.y,2022-04-01T14:28:03Z,C
